location,timestamp,is_alert,alert_minutes,day_of_week,hour
Kyiv_City,2026-05-29 23:00:00+03:00,0,0.0,Friday,23
Kyiv_City,2026-05-30 00:00:00+03:00,0,0.0,Saturday,0
Kyiv_City,2026-05-30 01:00:00+03:00,0,0.0,Saturday,1
Kyiv_City,2026-05-30 02:00:00+03:00,0,0.0,Saturday,2
Kyiv_City,2026-05-30 03:00:00+03:00,0,0.0,Saturday,3
Kyiv_City,2026-05-30 04:00:00+03:00,0,0.0,Saturday,4
Kyiv_City,2026-05-30 05:00:00+03:00,0,0.0,Saturday,5
Kyiv_City,2026-05-30 06:00:00+03:00,0,0.0,Saturday,6
Kyiv_City,2026-05-30 07:00:00+03:00,0,0.0,Saturday,7
Kyiv_City,2026-05-30 08:00:00+03:00,0,0.0,Saturday,8
Kyiv_City,2026-05-30 09:00:00+03:00,0,0.0,Saturday,9
Kyiv_City,2026-05-30 10:00:00+03:00,0,0.0,Saturday,10
Kyiv_City,2026-05-30 11:00:00+03:00,0,0.0,Saturday,11
Kyiv_City,2026-05-30 12:00:00+03:00,0,0.0,Saturday,12
Kyiv_City,2026-05-30 13:00:00+03:00,0,0.0,Saturday,13
Kyiv_City,2026-05-30 14:00:00+03:00,0,0.0,Saturday,14
Kyiv_City,2026-05-30 15:00:00+03:00,0,0.0,Saturday,15
Kyiv_City,2026-05-30 16:00:00+03:00,0,0.0,Saturday,16
Kyiv_City,2026-05-30 17:00:00+03:00,1,2.2,Saturday,17
Kyiv_City,2026-05-30 18:00:00+03:00,1,21.616666666666667,Saturday,18
Kyiv_City,2026-05-30 19:00:00+03:00,0,0.0,Saturday,19
Kyiv_City,2026-05-30 20:00:00+03:00,0,0.0,Saturday,20
Kyiv_City,2026-05-30 21:00:00+03:00,0,0.0,Saturday,21
Kyiv_City,2026-05-30 22:00:00+03:00,1,18.783333333333335,Saturday,22
Kyiv_City,2026-05-30 23:00:00+03:00,1,4.883333333333334,Saturday,23
Kyiv_City,2026-05-31 00:00:00+03:00,1,5.966666666666667,Sunday,0
Kyiv_City,2026-05-31 01:00:00+03:00,1,17.6,Sunday,1
Kyiv_City,2026-05-31 02:00:00+03:00,0,0.0,Sunday,2
Kyiv_City,2026-05-31 03:00:00+03:00,0,0.0,Sunday,3
Kyiv_City,2026-05-31 04:00:00+03:00,0,0.0,Sunday,4
Kyiv_City,2026-05-31 05:00:00+03:00,0,0.0,Sunday,5
Kyiv_City,2026-05-31 06:00:00+03:00,0,0.0,Sunday,6
